Food_Name,Type,Overview,Irritable_Bowel_Syndrome​_Score,Irritable_Bowel_Syndrome​_Reason,Obesity_Score,Obesity_Reason,Diabetes_Score,Diabetes_Reason,GI_score,Carbohydrate_content,Hyperlipidimia_Score,Hyperlipidemia_Reason,Hypertension_Score,Hypertension_Reason,Healthy,Think_Well_Score,Think_Well_Reason,Feel_Well_Score,Feel_Well_Reason,Live_Well_Score,Live_Well_Reason,Superfood,Allergens,Dietary_Restrictions,Similar_Choices,Mealtimes,Additional_food,,
Moringa,2,Drumstick vegetable is packed with fibre which supports weight loss and improve glucose metabolism. It is also rich in blood pressure-lowering potassium  protecting heart health.,3,Moringa in untested for FODMAP levels.,5,Isothiocynates in drumstick vegetable appear to have anti-obesity effects.,5,Drumstick vegetables leaves lower blood sugar levels by inhibiting the conversion of complex carbohydrates to absorbable sugars.,N/A,"1 cup (30 g) / serv

CHO = 0.81 g = 0.054 ex",5,Drumstick vegetable were found to lower total and LDL cholesterol levels while elevating HDL cholesterol levels in rabbits.,5,Sodium per serv = 0.6 mg,5,1,The seed oil of drumstick vegetable was found to raise GABA levels in mice.,1,Drumstick vegetable leaf extract raised levels of Bifidobacteria and Lactobacilli  improving SCFA production.,1,Drumstick vegetable extracts are suggested to have hepatoprotective and anti-cancer benefits.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Okra
Longbean
French bean
Celery
Brussel Sprout","Lunch
Dinner",,,
French Bean,4,Fibre in french beans help lower cholesterol levels  and antioxidant carotenoids and phenolic compounds help prevent oxidation of cholesterol and decrease risk for coronary heart disease and high blood pressure.,5,French bean up to 75g is low in FODMAP.,5,Studies show that higher consumption of legumes is associated with lower body mass index and that adding legumes to weight loss diets promotes weight loss.,1,The complex carbohydrates  fibre and protein in french beans slow glucose absorption  preventing spikes in blood sugar levels.,"20
Low GI","1 cup (177 g) / serv

CHO = 42.5 g = 2.8 ex",5,French beans provide fibre and antioxidative vitamin C. Fibre helps to lower cholesterol levels and vitamin C prevents the formation of arterial plaque.,5,Sodium per serv = 10.6 mg,5,1,Vitamin C in french beans is needed to make dopamine and serotonin.,1,Fermentable carbohydrates in french beans increase SCFA production when they are metabolised by the gut bacteria.,1,Phytochemicals and fibres in french beans give it cardioprotective effects.,1,Legumes,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Longbean
Broccoli
Cauliflower
Okra
Broad Bean","Lunch
Dinner",,,
Garlic,2,Antioxidants in garlic reduce blood pressure cholesterol  reducing the risk of heart disease. These antioxidants may also protect against neurodegenerative diseases like Alzheimer's disease.,1,Garlic is high in FODMAP.,4,Garlic may have antiobesity effects by increasing basal metabolism and inhibiting the production of body fat cells.,5,Garlic has displayed blood sugar lowering effects in numerous studies.,"30
Low GI","2 cloves (9.2 g) / serv

CHO = 2.98 g = 0.2 ex",5,Data shows that garlic lowers total cholesterol by as much as 12% by targetting LDL (bad) cholesterol while sparing HDL (good) cholesterol.,5,Sodium per serv = 0.94 mg,5,1,Garlic essential oil elevated levels of serotonin and dopamine in rats.,1,Prebiotic components in garlic stimulate growth of healthy bacteria  increasing SCFA production.,1,Research shows that garlic prevents the formation of gallstones which would impair fat digestion.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Black Soybean
Broad Bean
Lima Bean
Leek
Shiitake Mushroom","Lunch
Dinner",,,
Ginger,2,Ginger may help lower blood cholesterol and pressure due to its high antioxidant content. These antioxidants may also delay cognitive decline and memory loss.,5,Ginger is low FODMAP.,5,A review of studies reported that ginger supplements help to reduce body weight.,5,In a review of 14 studies  ginger was found to reduce blood sugar levels.,"10
Low GI","1 slice (2.2 g) / serv

CHO = 0.19 g = 0.01 ex",5,In a clinical trial  participants with elevated cholesterol levels who consumed 5g of ginger daily for 3 months had 17.4% lower LDL cholesterol levels at the end of the study.,5,Sodium per serv = 0.07 mg,5,1,Laboratory animal studies show that ginger essential oil may increase serotonin levels in the brain.,1,Ginger supported the growth of SCFA producing Bifidobacterium  Alloprevotella and Allobaculum in mice.,1,In a review of 109 trials  ginger was suggested to improve digestive function. ,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Ginseng
White Potato
Carrot","Lunch
Dinner","Turmeric
Galangal",,
Ginseng,2,Ginseng's antioxidative effects may reduce the risk of cardiovascular diseases and diabetes. Furthermore  ginseng may prevent memory loss and mitigate mild cognitive impairments.,3,Ginseng is untested for FODMAP levels.,5,Ginseng may help suppress appetite and inhibit glucose absorption in the intestine  lowering energy intake as well.,5,Numerous clinical trials have shown modest blood sugar-lowering benefits of ginseng.,N/A,"(1 g) / serv

CHO = 0.62 g = 0.04 ex",4,American ginseng's liver-protective benefits may help lower triglyceride levels. A clinical trial showed modest reduction in LDL cholesterol levels after 8 weeks of supplementation with American ginseng.,4,Sodium per serv = 0.06 mg,5,1,Ginsenoside Rb(1) and compound K in ginseng may have anti-depressive effects.,1,Long-term ginseng consumption in rats showed an increase in SCFA producing bacteria  such as Bifidobacterium  Lactobacillus  Allobaculum and Clostridium. ,1,Ginseng is protective against liver inflammation and liver fibrosis.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Ginger
White Potato
Carrot","Lunch
Dinner
Beverage","Turmeric
Galangal",,
Kale,2,Kale is a source of quercetin which promotes gut microbial diversity  and in turn prevents the growth of pathogens in our gut. Quercetin and kaempferol  another antioxidant in kale  may exhibit cardioprotective effects.,5,Kale is low in FODMAP.,5,Kale is chock full of fibre  providing 4.1g per 100g for only 35kcal. Kale is also a great source of calcium  potassium and carotenoids. Kale is filling due to its high fibre content and is a nutritious addition to weight loss diets.,5,Kale's high amount of dietary fibres delays the absorption of glucose into the bloodstream  preventing spikes in blood sugar.,Low GI,"1 cup (130 g) / serv

CHO = 7.32 g = 0.49 ex",5,In a clinical study  volunteers with elevated cholesterol levels consumed 150ml of kale juice per day for 12 weeks. Results showed significant improvement in levels of HDL and LDL cholesterol.,5,Sodium per serv = 29.9 mg,5,1,Kale is a natural source of plant derived GABA.,1,In a study where mice were supplemented with kale  it was found that they had higher levels of butyrate in their gut.,1,Kale is rich in antioxidants  beta-carotene and vitamin C which protect the heart from oxidative damage.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Spinach
Lettuce
Brussel Sprout
Red Cabbage
Broccoli","Lunch
Dinner
Snack",,,
Leek,2,Leek is packed with carotenoid antioxidants which exhibit blood pressure-lowering effects  reducing the risk of cardiovascular diseases. Furthermore  they are a source of fermentable fibre which supports the diversity of our gut microbiome.,1,Leek is high in FODMAP.,5,Leek contains a considerable amount of fibre and is rich in vitamins and minerals. This filling and nutritious vegetable is great for weight loss diets.,5,High fibre food helps to slow digestion and hence the absorption of glucose into the bloodstream.,"32
Low GI","1 leek (124 g) / serv

CHO = 9.45 g = 0.63 ex",5,Leek has displayed antioxidative effects which could curb the formation of arterial plaque by preventing cholesterol oxidation.,5,Sodium per serv = 12.4 mg,5,1,Leek is rich is prebiotic fibres and may encourage the growth of beneficial bacteria such as Bifidobacterium or Lactobacillus in our gut.,1,Inulin in leek feeds the gut bacteria  and increases the population of SCFA producing Bifidobacteria. ,1,Alliums  like leek  are reported to potentially have hepatoprotective effects like preventing liver fibrosis and oxidative damage.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Brussel Sprout
Kale 
Spinach
Lettuce
Zucchini","Lunch
Dinner",,,
Lettuce,2,Lettuce is nutrient-dense and low in carbohydrates making it ideal for losing weight and controlling blood glucose levels. It is also a source of carotenoids lutein and zeaxanthin which may raise HDL cholesterol levels.,5,Lettuce is low FODMAP.,5,Lettuce has a high water content and low in calories  providing a sense of fullness at a smaller energy intake. This helps to lower energy intake and support weight loss.,5,Carotenoid lactucaxanthin in lettuce may have anti-diabetic effects by inhibiting the breakdown of complex carbohydrates to release glucose into the bloodstream.,"32
Low GI","1 stalk (83 g) / serv

CHO = 1.7 g = 0.11 ex",5,Lettuce showed cholesterol-lowering and antioxidative properties in rats. It's antioxidative effects could prevent arterial plaque from developing by inhibiting the oxidation of cholesterol.,5,Sodium per serv = 6.07 mg,5,1,Lettuce extract has been researched to aid sleep by binding to GABA receptors.,1,Fibre in lettuce acts as an energy source for gut bacteria that produce butyrate.,1,Red leaf lettuce can help excrete more bile acids and  thus  may lower the risk of hypercholesterolemia.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Spinach
Watercress
Kale
Red Cabbage
Brussel Sprout","Lunch
Dinner",,,
Longbean,4,Longbeans have a cholesterol-lowering effect due to their high fibre content. Longbeans are a source of potassium which lowers blood pressure  reducing the risk of heart disease.,5,Longbean up to 75g is low FODMAP.,5,Not only are longbeans low energy dense but they are also packed with fibre. The high fibre content and low calorie content make longbeans filling vegetables that help reduce energy intake and subsequently lose weight.,5,Rich in fibre  long beans could help lower blood glucose levels by delaying absorption of glucose into the bloodstream.,"86
High GI","1 cup (104 g) / serv

CHO = 9.55 g = 0.6 ex",5,Legumes have demonstrated potential cholesterol-lowering effects in studies.,5,Sodium per serv = 4.16 mg,5,1,Legumes such as longbeans provide a source of tryptophan  which is converted to serotonin and GABA.,1,Fermentable inulin in longbeans increase levels of SCFA producing Bifidobacterium.,1,Legumes  which includes longbeans  are associated with reduced risk of liver cancer in two human studies.,1,Legumes,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Longbean
Broccoli
Cauliflower
Okra
Broad Bean","Lunch
Dinner",,,
Shiitake Mushroom,2,Shiitake mushrooms have shown cholesterol-lowering effects which promotes heart health. They also contain soluble fibre beta-glucan which may prevent cognitive decline. ,1,Shiitake mushroom is low FODMAP.,4,Preliminary research shows that shiitake mushrooms may prevent weight gain by inhibiting fat deposition.,5,Shiitake mushrooms are packed with fermentable polysaccharides that can increase SCFA production in the gut microbiome. Higher levels of SCFA in the gut may improve insulin resistance and help lower blood glucose levels.,"32
Low GI","1 cup (145 g) / serv

CHO = 20.74 g = 1.38 ex",5,In a clinical trial  shiitake consumption led to a 10% reduction in triglyceride levels in participants with borderline high cholesterol.,5,Sodium per serv = 5.8 mg,5,1,Shiitake mushroom is a source of plant-derived GABA.,1,Shiitake mushroom beta-glucans could encourage the growth of Lactobacilli and Bifidobacterium  both of which produce SCFA.,1,Soluble fibre from shiitake mushrooms curb fat accumulation in the liver by impeding fat digestion and subsequently dietary fat absorption into the body.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Zucchini
Cucumber
Red Capsicum
Tomato
Okra","Lunch
Dinner","Maitake mushrooms
Enoki mushrooms
Oyster mushrooms
Shimeji mushroom
Bunapi mushroom",,
Okra,2,Soluble fiber and quercetin in okra nourish the gut microbiome and reduce inflammation. Quercetin may also confer neuroprotective benefits against Alzheimer's disease.,5,Okra up to 60g is low FODMAP.,4,Quercetin-3-o-gentibioside in okra may lower energy intake by inhibiting fat and carbohydrate digestive enzymes.,5,Abscisic acid in okra is suggested to have blood sugar lowering effects. ,"17
Low GI","8 whole okra (84.8 g) / serv

CHO = 3.84 g = 0.26 ex",5,Okra inhibits fat production in the liver and promotes breakdown of cholesterol.,5,Sodium per serv = 5.12 mg,5,1,Okra polysaccharides may have antidepressive effects through modulation of the gut microbiome  and increasing the production of SCFA.,1,Okra is high in pectin which is metabolised by gut bacteria to produce SCFA.,1,Okra has bile acid binding properties  which promotes the excretion of bile acids followed by the production of fresh bile.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Zucchini
Cucumber
Red Capsicum
Tomato
Shiitake Mushroom","Lunch
Dinner",,,
French Fry,,Fried foods are notoriously detrimental to heart health. French fries are a source of trans fats which raise blood cholesterol levels. Furthermore  it promotes obesity as a high-calorie but low-nutrient food.,5,French fry is low FODMAP.,1,French fries are deep-fried in oil and highly caloric. A typical 208-gram serving contains 600 calories  with about half of those calories as fat. As such  french fries are likely to promote weight gain  as numerous observational studies have reported  and are not a good choice for a weight loss diet.,1,French fries were associated with increased risk of type 2 diabetes in a large study concerning women.,"70
High GI

Consider other factors such as deep fried","1 portion (107 g) / serv

CHO = 34.78 g = 2.3 ex",1,Trans fatty acids in french fries are associated with high blood pressure  a hyperlipidemia risk factor.,1,"Sodium per serv = 286.76 mg

Its low sodium food per serving but the deep fried cooking method is high in Trans fatty acids. They are associated with high blood pressure  a hyperlipidemia risk factor.",1,-1,Fried food are suggested to induce gut dysbiosis which is associated with depression.,-1,Deep fried oil has been found to impair the balance of gut bacteria in laboratory experiments  leading to lower levels of butyrate-producing species.,-1,Acrylamide from french fries is associated with oxidative damage to the heart and liver.,0,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Purple Sweet Potato
White Potato
Yam","Lunch
Dinner
Snack","Yellow sweet potato
Pumpkin",,
White Potato,2,Especially when eaten with the skin  potato is a good source of fibre which promote a diverse gut microbiome. Potato is also rich in blood pressure-lowering potassium  protecting against heart diseases.,5,White potato is low FODMAP.,4,Potato consumption was not associated with weight gain in overweight individuals  and in fact was found to suppress appetite in another study.,3,Higher consumption of potatoes is associated with type 2 diabetes. As a high GI and GL food  it is likely to cause blood sugar levels to spike.,"86
High GI","1 whole (135 g) / serv

CHO = 27.01 g = 1.8 ex",5,Mice fed with potatoes had lower cholesterol and blood triglyceride levels  proving that potatoes have hypolipidemic effects. ,5,Sodium per serv = 6.75 mg,5,1,Potatoes are considerable sources of vitamin B6  a co-factor for dopamine and serotonin synthesis.,1,Mice which were fed with raw potato starch in a study were revealed to have higher levels of proprionate in their guts.,-1,Despite being rich in vitamins and minerals  potatoes are associated with cardiovascular disease.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Purple Sweet Potato
Yam
Carrot","Lunch
Dinner
Snack","
Chinese yam
Turnip",,
Spinach,2,Spinach has been found to be rich in fibre and nitrates  both of which help to lower blood pressure which is a risk of many cardiovascular diseases. Spinach is also a source of quercetin which promotes gut microbial diversity.,5,Spinach is low FODMAP.,5,Thylakoids in the leaves of spinach induce satiety and has been associated with weight loss.,5,Spinach nitrates can combat insulin resistance.,"32
Low GI","1 cup (180 g) / serv

CHO = 6.75 g = 0.45 ex",5,Nitrate compounds in spinach may reduce cholesterol levels  according to laboratory animal studies.,5,Sodium per serv = 126 mg,5,1,Spinach is a notable source of folate which is needed to synthesise serotonin  epinephrine and dopamine.,1,In a study where rats were fed with spinach  it is found that they had greater levels of Lactobacillus which produce lactate  butyrate and acetate.,1,Spinach binds to bile acids in the intestine  prompting the liver to increase production of bile.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Kale
Lettuce
Red Cabbage
Brussel Sprout
Watercress","Lunch
Dinner",,,
Mung Bean Sprout,4,Mung bean sprouts are a great source of fibre and potassium which is great for weight loss and heart health. It also packs a decent amount of manganese which is involved in the synthesis of GABA.,5,Mung bean sprout is low FODMAP.,4,While mung bean extract did not reduce body weight  it was found to reduce body fat in mice.,5,Mung bean sprout extracts lower blood glucose and raise insulin levels in a study of diabetic mice.,"25
Low GI","1 cup (109.56 g) / serv

CHO = 4.59 g = 0.3 ex",5,Bean sprouts have been found to lower cholesterol and triglyceride levels.,5,Sodium per serv = 10.96 mg,5,1,Extracts of mung bean sprouts are abundant in naturally occuring GABA.,1,Fibre in mung bean sprouts increases levels of SCFA in the gut  such as butyrate and acetate  in a study of rats.,1,Bean sprouts have resistant starches that can be fermented by gut bacteria to produce SCFA. Higher levels of intestinal SCFA may have cardioprotective benefits.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Soybean Sprout
Leek
Longbean
French Bean
Watercress","Lunch
Dinner",,,
Soybean Sprout,4,Soybean sprouts provide potassium and fibre which work to lower blood pressure  reducing the cardiovascular risk. Potassium also plays a vital role in neural signaling and muscle contraction.,5,Soybean sprout is low FODMAP.,5,Soybean sprouts have isoflavones which supplementation of has been shown to aid with weight loss.,5,Soybean sprouts  similar to mung bean sprouts  may reduce blood glucose levels and improve glucose tolerance.,"15
Low GI","1 cup (94 g) / serv

CHO = 6.14 g = 0.41 ex",5,Bean sprouts have been found to lower cholesterol and triglyceride levels.,5,Sodium per serv = 9.4 mg,5,1,Soybean sprouts are a source of GABA. Sprouted soybean has been used to fortify soy products like tofu with GABA.,1,Phytoestrogens in soybean sprouts may promote the growth of SCFA producing bacteria.,1,Phytoestrogens reduce cardiovascular risk factors like high blood cholesterol  high blood pressure and high triglyceride levels.,1,Soy,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Mung Bean Sprout
Leek
Longbean
French Bean
Watercress","Lunch
Dinner",,,
Purple Sweet Potato,2,Purple sweet potatoes are rich in anthocyanins which support the growth of lactobacilli and bifidobacteria which in turn increases the production of useful short chain fatty acids to nourish the gut bacteria.,5,Purple sweet potato is low FODMAP.,4,Obese mice fed with purple sweet potato experienced reduction in weight and body fat.,1,Purple sweet poato flavonoids may have hypoglycemic effects. However  similar to yams  they have a high glycemic index and glycemic load. Consumption is likely to cause a spike in blood sugar.,"70
High GI","1 whole (151 g) / serv

CHO = 36.66 g = 2.4 ex

Consider as a snack",5,Purple sweet potato exhibited lowering of LDL cholesterol and blood triglycerides  reducing chances of developing hyperlipidemia.,5,Sodium per serv = 19.63 mg,5,1,Purple sweet potato contains anythocyanins which mitigate oxidative stress linked to neurodenegerative diseases and improve dopamine levels.,1,Resistant starch in purple sweet potato feed the gut bacteria  supporting the growth of SCFA producing Bifidobacteria and Lactobacillus.,1,Purple sweet potato anthocyanins are antioxidants  and protect the liver from oxidative damage.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Yam
Beetroot","Lunch
Dinner
Snack","Pumpkin
Taro
Yellow sweet potato",,
Tomato,2,Tomatoes are packed with carotenoids antioxidants lycopene and vitamin C which reduce the overall risk of cardiovascular diseaes. Furthremore  tomatoes' flavonoids  like naringenin  nourish the healthy bug bacteria.,5,Tomato is low FODMAP.,5,Tomato's carotenoid lycopene has protective effects against obesity by improving glucose and lipid metabolism.,5,Lycopene has been found to have protective effects against diabetes-related vision loss due to its antioxidative properties.,"23
Low GI","1 whole (55 g) / serv

CHO = 1.96 g = 0.13 ex",5,Tomato consumption is associated with lower levels of triglycerides and LDL cholesterol and higher levels of HDL.,5,Sodium per serv = 8.71 mg,5,1,Tomato is a source of naturally occuring serotonin.,1,Arabinoxylan in tomatoes are found to increase the number of bifidobacteria which produce lactate and acetate.,1,Lycopene curbs oxidative damage to the heart and liver.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Zucchini
Red Capsicum
Red Cabbage
Leek
Celery","Breakfast
Lunch
Dinner
Snack",,,
Water Chestnut,1,Water chestnuts are high in blood pressure-lowering potassium. Flavonoid antioxidants in water chestnuts may grant protection from oxidative stress which may contribute to neurodegenerative diseases like Alzheimer's disease.,5,Water chestnut up to 55g is low FODMAP.,5,Water chestnuts are rich in fibre  helping to stave off hunger and reduce energy intake by keeping you full.,3,Water chestnuts slightly inhibit the conversion of complex carbohydrates to glucose  preventing spikes in blood sugar level.,N/A,"1 cup (161 g) / serv

CHO = 29.63 g = 1.97 ex",5,Plant sterols in water chestnut could reduce total and LDL cholesterol levels.,5,Sodium per serv = 17.36 mg,5,1,Flavonoids and quinones in water chestnut are suggested to have neuroprotective effects.,1,Fibre in waterchestnuts helps promote healthy gut bacteria  which ensures adequate production of butyrate.,1,Water chestnut's bioactive compounds may have hepatoprotective functions. Furthermore their antioxidative properties could prevent oxidative damage to the heart and liver.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Bamboo Shoot
Celery
Soybean Sprout
Mung Bean Sprout","Lunch
Dinner","Bamboo Shoot
Celery
Lotus root
Soybean sprouts
Mung bean sprouts",,
Watercress,2,Watercress has antioxidants lutein and zeaxanthin that protect the body from oxidative stress  which may exacerbate heart disease and neurodegenerative diseases. Watercress is also a source of quercetin which feeds the gut microbiome and supports its diversity.,5,Watercress is low FODMAP.,5,Watercress's low energy density makes it filling  providing little calories and reducing energy intake to prevent weight gain.,5,Watercress displayed blood sugar lowering effects in diabetic rats.,"32
Low GI","1 cup (142 g) / serv

CHO = 1.92 g = 0.13 ex",5,Watercress supplements lowered LDL cholesterol levels and inhibited oxidation of cholesterol in overweight individuals.,5,Sodium per serv = 246 mg,5,1,Watercress provide vitamin C and B6 which are needed to produce serotonin and GABA.,1,Eating cooked watercress may increase Isothiocyanates in our gut.  It is a metabolite associated with being cancer protective.,1,Antioxidative activities in watercress may combat oxidative stress in the heart and liver.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Brussel Sprout
Soybean Sprout
Mung Bean Sprout
Spinach
Kale","Lunch
Dinner",,,
Wintermelon,2,Wintermelon is a source of fibre and low in carbohydrates and calories. This makes it a great vegetable to eat for weight loss. Wintermelon also has gallic acid  an antioxidant which may have neuroprotective benefits.,2,Wintermelon has possibly high FODMAP levels.,4,Wintermelon peel prevented weight gain in a study on obese mice.,5,Wintermelon or wax gourd is low in calories and carbohydrates making it suitable for diabetes.,Low GI,"1 cup (125 g) / serv

CHO = 1.9 g = 0.13 ex",4,Wintermelon peel appears to have hypolipidemic effects  lowering total and LDL cholesteserol  and liver triglyceride levels.,5,Sodium per serv = 1.8 mg,5,1,Wintermelon is high in iron and vitamin C  both nutrients are crucial for the synthesis of serotonin  dopamine and GABA.,1,Wintermelon has fermentable oxalate and tannins which produce SCFA when metabolised by the gut bacteria.,1,Wintermelon seeds have antioxidative properties and may inhibit oxidative damage of the heart and liver.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Zucchini
Drumstick Vegetable
Tomato
Okra
Cucumber","Lunch
Dinner",,,
Yam,2,Yams provide abundant blood pressure-lowering potassium  reducing the risk of many heart diseases. Yams are also rich in fibre  which promote weight loss and improve blood glucose control.,5,Yams up to 164g is low FODMAP.,4,Taro provides a considerable amount of fibre and starch  both nutrients induce feeling full and reduce energy intake from food which supports weight loss.,1,Taro starch increases the production of SCFA which is associated with improved blood glucose control and insulin sensitivity. However  similar to potatoes  it likely has a high glycemic index and load and would cause a spike in blood sugar level.,"51
Low GI","1 piece (143.78 g) / serv

CHO = 39.68 g = 2.65 ex

Consider as a snack",5,Crude fibre in taro could lower total and LDL cholesterol levels.,5,Sodium per serv = 11.5 mg,5,1,Vitamin B6 in taro is needed for making serotonin and GABA.,1,Taro promotes the growth of beneficial gut bacteria and elevates levels of acetate  propionate and butyrate.,1,Rich in potassium  taro might lower high blood pressure which is a cardiovascular risk factor.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","White Potato
Purple Sweet Potato","Lunch
Dinner
Snack","Chinese Yam
Radish
Turnip",,
Zucchini,2,Zucchini contains soluble fibre which nourishes the gut bacteria and supports the growth of beneficial bacteria. Zucchini is also a source of potassium  helping to reduce high blood pressure and in turn heart disease risk.,5,Zucchini is low FODMAP.,5,Zucchini is a water-rich and low energy vegetable  it would easily induce a sensation of fullness for a small energy intake. This inhibit excessive energy intake to support weight loss.,5,Zucchini has a low glycemic index and can be eaten without worrying about spiking blood sugar levels.,"15
Low GI","1 cup (155 g) / serv

CHO = 2.95 g = 0.19 ex",5,Rats fed with zucchini experienced lower total and cholesterol levels  and increased HDL cholesterol levels.,5,Sodium per serv = 1.55 mg,5,1,Vitamin C in zucchini is needed to produce serotonin and GABA.,1,Zucchini has numerous polyphenols like flavonoids and phenolic acids. Some polyphenols may stimulate the growth of SCFA producing bacteria in the gut.,1,Carotenoid antioxidants beta-carotene and lutein in zucchini have protective effects against oxidative stress in the liver.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Wintermelon
Tomato
Okra
Cucumber
Spinach","Lunch
Dinner",,,
Bitter melon,2,Bitter melon is low in calories and carbohydrate. It also contains soluble fibre which nourishes the gut bacteria  supports the growth of beneficial bacteria and reduce the risks of cholesterol-mediated diseases  including CVDs.,4,Bitter melon is low FODMAP up to 15g (1 tablespoon),4,Bitter melon is low in calories and carbohydrates  and it contains various bioactive compounds  including charantin  vicine  and polypeptide-p. Some animal and cell culture studies have shown that it may have anti-obesity effects  including reducing body weight gain  improving insulin sensitivity  and inhibiting fat accumulation. However  most of the existing research is limited to animal studies or in vitro experiments. ,5,Bitter melon contains three active substances such as charanti   vicine and polypeptides which are known to have anti-diabetic properties. These substances either work individually or together to help reduce blood sugar levels.,N/A,"1 piece (18.67 g) / serv

CHO = 0.81 g = 0.05 ex",5,The water-soluble extract of bitter melon significantly decreased LDL-C levels as compared with the control (placebo) group in humans. Therefore  bitter melon might be useful in reducing the risks of cholesterol-mediated diseases  including CVDs.,5,Sodium per serv = 1.12 mg,5,1,"Bitter melon contains seventeen amino acids at satisfactory levels  Among them  the amount of arginine (52.6 µmol/g D.W.)  alanine (21.7 µmol/g D.W.) and GABA (19.3 µmol/g D.W.) were quite high irrespective of the type of cultivar.

Bitter melon extracts or components may increase GABA levels in the brain or have GABAergic activity. ",1,Bitter guord have shown to enhance the relative abundance of short-chain fatty acid (SCFAs)-producing genera and increased fecal SCFAs content. These results demonstrate that M. charantia fruit (MC) may exert an anti-hyperlipidemic effect through modulating gut microbes and increasing SCFAs production.,1,"Bitter melon contains numerous powerful antioxidants  including catechin  epicatechin  chlorogenic acid  and gallic acid. These antioxidants help fight against radicals caused by oxidative damage. 

The Potassium  magnesium  and calcium in bitter melon reduce bad or LDL cholesterol levels in our blood and maintain good cholesterol or HDL levels. Cholesterol is one of the leading causes of many heart conditions  so bitter gourd improves heart health.",1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Zucchini
Squash
Pumpkin
Cucumber
Bell pepper","Lunch
Dinner",,,
